sku,product_name,regular_price,stock_quantity,stock_status,product_type,product_status,product_categories,tags,weight,length_mm,width_mm,height_mm,_acf_power_watts,_acf_cc_cv_type,_acf_dimming_type,_acf_output_current_ma,_acf_ip_protection,_acf_series_type,_acf_manufacturer_brand,_acf_manufacturer_part_number,_acf_dimensions_length_mm,_acf_dimensions_width_mm,_acf_dimensions_height_mm,_acf_dimension_category,_acf_input_voltage
1100007200,LED Converter IT FIT 7/220-240/700 CS l ON/OFF,10.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,104,30,26,7,cc,not_dimmable,700mA,,it_fit,Osram/Ledvance,4062172199285 | IT FIT 7/220-240/700 CS,104,30,26,compact,220_240v_ac
1100010200,LED Converter LC 10W 150-400mA flexC SC EXC,28.0,3,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,97,43,30,10,cc,,150-400mA,,lc,Tridonic,28000704 + 2x 28001699,97,43,30,compact,220_240v_ac
1100015200,LED Converter OT FIT 15/220-240/350 CS S ON/OFF,9.0,57,instock,simple,publish,LED Treiber,CONVERTER MA,,87,35,22,15,cc,not_dimmable,350mA,,ot_fit,Osram/Ledvance,6937186133946 | OT FIT 15/220-240/350 CS S MINI,87,35,22,compact,220_240v_ac
1100017200,LED Converter LC 17W 250-700mA flexC SC EXC,29.0,6,instock,simple,publish,LED Treiber,CONVERTER MA,,97,43,30,17,cc,,250-700mA,,lc,Tridonic,28000705 + 2x 28001699,97,43,30,compact,220_240v_ac
1100019201,LED Converter LC 19W 200-350mA Ip SNC4,7.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,180,30,21,19,cc,,200-350mA,,lc,Tridonic,28004120,180,30,21,medium,220_240v_ac
1100021200,LED Converter FLS 21W 150mA-500mA,16.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,97,43,30,21,cc,,150mA,,fls,Simpex,FLS-21-500 LD,97,43,30,compact,220_240v_ac
1100025201,LED Converter LC 25W 350-600mA NFC INTRACK w,30.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,231,32,43,25,cc,nfc,350-600mA,,lc,Tridonic,87500819,231,32,43,medium,220_240v_ac
1100025202,LED Converter LC 25W 350-1050mA flexC SC EXC,32.0,5,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,97,43,30,25,cc,,350-1050mA,,lc,Tridonic,28000706 + 2x 28001699,97,43,30,compact,220_240v_ac
1100025203,LED Converter 5-25W 150-500mA,51.2,56,instock,simple,publish,LED Treiber,CONVERTER MA QUICK-FIX DOTLUX,,280,30,21,25,cc,,150-500mA,,other,Dotlux,5136,280,30,21,large,220_240v_ac
1100025500,LED Converter SLIM 25W 350mA-500mA,43.0,16,instock,simple,publish,LED Treiber,CONVERTER MA | TCI SUPERSLIM,,299,19.6,12.9,25,cc,,350mA,,other,TCI,127330,299,19.6,12.9,large,220_240v_ac
1100028200,LED Converter 16-28W 400-700mA,30.0,0,outofstock,simple,publish,LED Treiber,CONVERTER DOTLUX,,170,63,29,28,cc,,400-700mA,,other,Dotlux,5333,170,63,29,medium,220_240v_ac
1100035201,LED Converter LC 35W 200-350mA Ip SNC3,9.0,1,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,230,30,21,35,cc,,200-350mA,,lc,Tridonic,28003376,230,30,21,medium,220_240v_ac
1100035202,LED Converter FMS 35W 300mA-700mA,16.0,120,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,220,30,21,35,cc,,300mA,,fms,Simpex,FMS-35-700 LD,220,30,21,medium,220_240v_ac
1100038200,LED Converter 38W 300mA-1050mA PROFESSIONALE SQUARE NFC,35.0,46,instock,simple,publish,LED Treiber,CONVERTER MA PROFESSIONALE SQUARE NFC,,69,54,30,38,cc,nfc,300mA,,other,BAG Electronics,142024,69,54,30,compact,220_240v_ac
1100040200,LED Converter LC 40W 500-1050mA NFC INTRACK ws,32.0,15,instock,simple,publish,LED Treiber,CONVERTER MA,,231,32,43,40,cc,nfc,500-1050mA,,lc,Tridonic,87500820,231,32,43,medium,220_240v_ac
1100040201,LED Converter LC 40W 500-1050mA NFC INTRACK sw,28.0,15,instock,simple,publish,LED Treiber,CONVERTER MA,,231,32,43,40,cc,nfc,500-1050mA,,lc,Tridonic,87500792,231,32,43,medium,220_240v_ac
1100040202,LED Converter LC 40W 500-1050mA NFC INTRACK gr,32.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,231,32,43,40,cc,nfc,500-1050mA,,lc,Tridonic,87500907,231,32,43,medium,220_240v_ac
1100040203,LED Converter LC 40W 500-1050mA flexC T-B ADV INTRACK sw,32.0,20,instock,simple,publish,LED Treiber,CONVERTER MA,,231,32,43,40,cc,,500-1050mA,,lc,Tridonic,87500791,231,32,43,medium,220_240v_ac
1100050203,LED Converter 15-50W 350-1400mA,51.2,72,instock,simple,publish,LED Treiber,CONVERTER MA QUICK-FIXDC DOTLUX,,280,30,21,50,cc,,350-1400mA,,other,Dotlux,5043,280,30,21,large,220_240v_ac
1100055200,LED Converter FMS 55W 800mA-1050mA,26.0,83,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,220,30,21,55,cc,,800mA,,fms,Simpex,FMS-55-1050 LD,220,30,21,medium,220_240v_ac
1100060200,LED Converter LC 60W 150-550mA flexC NF h16 EXC4,22.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,280,30,16.3,60,cc,,150-550mA,,lc,Tridonic,28005035,280,30,16.3,large,220_240v_ac
1100065200,LED Converter LC 65W 200-350mA Ip SNC4,14.0,23,instock,simple,publish,LED Treiber,CONVERTER MA,,230,30,21,65,cc,,200-350mA,,lc,Tridonic,87500995,230,30,21,medium,220_240v_ac
1100075200,LED Converter OT FIT 75/220...240/700 D LT2 ON/OFF,29.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,360,30,11,75,cc,not_dimmable,700mA,,ot_fit,Osram/Ledvance,4052899590984 | OT FIT 75/220-240/700 D LT2 UF L,360,30,11,large,220_240v_ac
1100080201,LED Converter SLIM 80W 350mA-500mA,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA | TCI MP80/500,,280,30,21,80,cc,,350mA,,other,TCI,122214I,280,30,21,large,220_240v_ac
1100240600,LED Converter XLG 350mA-1050mA 240W | 178V- 342V,69.0,1,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,119,63,35.5,240,cc,,350mA,,other,Simpex,XLG-240-L-A,119,63,35.5,compact,220_240v_ac
1101008200,LED Converter LC 8W 180mA fixC SR SNC2,7.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,100,43,22.5,8,cc,,180mA,,lc,Tridonic,87500799,100,43,22.5,compact,220_240v_ac
1103003201,LED Converter 1-3W 350mA,44.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,60,35,21,3,cc,,350mA,,other,BAG Electronics,367127 / A13350VL,60,35,21,compact,220_240v_ac
1103003202,LED Converter 1-3.2W 350mA ON/OFF,38.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,52,30,23,3.2,cc,not_dimmable,350mA,,other,Eaglerise,17665000,52,30,23,compact,220_240v_ac
1103003600,LED Converter 1-3W 350mA | IP65,53.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,3,cc,,350mA,IP65,other,BAG Electronics,373547 5.0635.65.03,,,,,220_240v_ac
1103004600,LED Converter 4W 350mA ON/OFF | IP68,29.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA UNEX,,79,43.5,25.5,4,cc,not_dimmable,350mA,IP68,other,Boke,27440-350-05,79,43.5,25.5,compact,220_240v_ac
1103006200,LED Converter 2-6W 350mA,56.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,6,cc,,350mA,,other,BAG Electronics,357077 / A16350QL,,,,,220_240v_ac
1103006201,LED Converter 2-6W 350mA,63.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,6,cc,,350mA,,other,,357256,,,,,220_240v_ac
1103007200,LED Converter 1-7.2W 350mA ON/OFF,31.0,112,instock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,68,35,21,7.2,cc,not_dimmable,350mA,,other,Eaglerise,17662000,68,35,21,compact,220_240v_ac
1103008500,LED Converter 8W 350mA | IP54,40.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,54,32,21,8,cc,,350mA,IP54,other,BAG Electronics,TCI-141056,54,32,21,compact,220_240v_ac
1103011600,LED Converter 11W 350mA ON/OFF | IP67,57.0,5,instock,simple,publish,LED Treiber,CONVERTER MA LUCE & LIGHT,,120,,,11,cc,not_dimmable,350mA,IP67,other,K00421,A16350IP67,120,,,compact,220_240v_ac
1103012200,LED Converter 5-12W 350mA,63.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,111,38,28,12,cc,,350mA,,other,,357069,111,38,28,compact,220_240v_ac
1103012201,LED Converter 5-12W 350mA,94.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,12,cc,,350mA,,other,,357104,,,,,220_240v_ac
1103014200,LED Converter 14W 350mA,30.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,80,34,22,14,cc,,350mA,,other,BAG Electronics,372276 TRA-TCI-350mA,80,34,22,compact,220_240v_ac
1103015200,LED Converter 1-15W 350mA ON/OFF,55.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,115,34,19,15,cc,not_dimmable,350mA,,other,Eaglerise,17613000,115,34,19,compact,220_240v_ac
1103015202,LED Converter 15W 350mA ON/OFF,48.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA LUCE & LIGHT,,116,33,28,15,cc,not_dimmable,350mA,,other,K00421,A19350QL,116,33,28,compact,220_240v_ac
1103017200,LED Converter 17W 350mA WU S,60.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,122,38,28,17,cc,,350mA,,other,TCI,122246,122,38,28,medium,220_240v_ac
1103025200,LED Converter 25.2W 350mA,42.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,26,25.2,cc,,350mA,,other,K00530,EBP025C0350CS,,,26,,220_240v_ac
1105006200,LED Converter 6W 500mA 24V ON/OFF,52.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,68,35,21,6,cc,not_dimmable,500mA,,other,K00421,A13500TC,68,35,21,compact,220_240v_ac
1105006201,LED Converter 6W 500mA 24V,21.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,68,35,21.5,6,cc,,500mA,,other,BAG Electronics,379179 / 122602TCI,68,35,21.5,compact,220_240v_ac
1105006202,LED Converter 6W 500mA,49.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA WEVER & DUCRE,,68,35,21,6,cc,,500mA,,other,K00353,90214201,68,35,21,compact,220_240v_ac
1105010201,LED Converter 10W 500mA,43.0,25,instock,simple,publish,LED Treiber,CONVERTER MA,,62,39,23,10,cc,,500mA,,other,BAG Electronics,ALPF1050,62,39,23,compact,220_240v_ac
1105012200,LED Converter 12W 500mA ON/OFF,51.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,115,34,19,12,cc,not_dimmable,500mA,,other,K00421,A15500QL,115,34,19,compact,220_240v_ac
1105012201,LED Converter zu RAGGIO INCASSO 12W 500mA ON/OFF,85.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA RAGGIO INCASSO VB LIGHTING,,115,34,19,12,cc,not_dimmable,500mA,,other,K00725,VT4308 | T4.308,115,34,19,compact,220_240v_ac
1105012600,LED Converter 12W 500mA ON/OFF | IP 67,75.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,93,,,12,cc,not_dimmable,500mA,IP67,other,K00421,A14500IP67,93,,,compact,220_240v_ac
1105014200,LED Converter SLIM 14W 500mA / 230V,44.8,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,142,22,19,14,cc,,500mA,,other,TCI,141112,142,22,19,medium,220_240v_ac
1105020201,LED Converter 10-20W 500mA ON/OFF,70.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,111,38,28,20,cc,not_dimmable,500mA,,other,BAG Electronics,355822 / A310500QL,111,38,28,compact,220_240v_ac
1105020600,LED Converter 10-20W 500mA | IP 67,68.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,120,,,20,cc,,500mA,IP67,other,K00421,A310500IP67,120,,,compact,220_240v_ac
1105022200,LED Converter 1-22W 500mA ON/OFF,52.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,146,43.5,30,22,cc,not_dimmable,500mA,,other,Eaglerise,17823010,146,43.5,30,medium,220_240v_ac
1107003600,LED Converter 3W 700mA | IP65,10.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,37,23,21,3,cc,,700mA,IP65,other,Simpex,SH-3-700 IP65 SB,37,23,21,compact,220_240v_ac
1107007600,LED Converter 7W 700mA IP67,49.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA W&D,,57,41,24,7,cc,,700mA,IP67,other,K00353,90215301,57,41,24,compact,220_240v_ac
1107012200,LED Converter 12W 700mA ON/OFF,50.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,115,34,19,12,cc,not_dimmable,700mA,,other,K00421,A13700QL,115,34,19,compact,220_240v_ac
1107012600,LED Converter 12W 700mA | IP67,39.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,120,,,12,cc,,700mA,IP67,other,K00421,A13700IP67,120,,,compact,220_240v_ac
1107018200,LED Converter 18W 700mA ON/OFF,48.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA HELESTRA,,,,,18,cc,not_dimmable,700mA,,other,ELT,Treiber für 65/1349.06/5105,,,,,220_240v_ac
1107021201,LED Converter 20W 700mA | IP67,104.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,120,,,20,cc,,700mA,IP67,other,K00421,A39700IP67,120,,,compact,220_240v_ac
1107031200,LED Converter 1.4-31W 700mA ON/OFF,37.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,146.5,43.5,30,31,cc,not_dimmable,700mA,,other,Eaglerise,17723000,146.5,43.5,30,medium,220_240v_ac
1107038200,LED Converter LC 38W 700mA fixC Ip,19.0,5,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,230,30,21,38,cc,,700mA,,lc,Tridonic,87500781,230,30,21,medium,220_240v_ac
1110040201,LED Converter 40W 245-1050mA 1-10V,60.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,157,42,32,40,cc,1_10v,245-1050mA,,other,K00041,66001141,157,42,32,medium,220_240v_ac
1113018200,LED Converter 5.2-18W 350mA 1-10V dimmbar (analog),49.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,110,52,22,18,cc,1_10v,350mA,,other,Eaglerise,17657000,110,52,22,compact,220_240v_ac
1120009200,LED Converter SRP 9W 350 | 450 | 600 |700mA DALI,32.0,4,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,,,24,9,cc,dali,700mA,,other,Simpex,SRP-2305-9-C700,,,24,,220_240v_ac
1120010200,LED Converter 10W 150-500mA DALI | TOUCHDIM,32.0,3,instock,simple,publish,LED Treiber,CONVERTER MA KGP,,64.5,40,23,10,cc,dali|touchdim,150-500mA,,other,K00738,CC10W150-500 DALI NFC,64.5,40,23,compact,220_240v_ac
1120010201,LED Converter 8/10W 180-250mA DALI | TOUCHDIM,40.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA PERDIX,,92,51.5,28.5,10,cc,dali|touchdim,180-250mA,,other,K00666,DDT-8-10W-180-250mA-20-40V,92,51.5,28.5,compact,220_240v_ac
1120012200,LED Converter FLS 12W 120mA-350mA DALI2 | TOUCHDIM,27.0,32,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,85,40,21.5,12,cc,dali|touchdim,120mA,,fls,Simpex,FLS-12-350 DALI2 LDC,85,40,21.5,compact,220_240v_ac
1120015200,LED Converter SRPY 15W 200-700mA DALI2 | TOUCHDIM,26.0,11,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,,,24,15,cc,dali|touchdim,200-700mA,,other,Simpex,SRPY-2305N-15CC200-700,,,24,,220_240v_ac
1120015201,LED Converter LC 15W 100-400mA one4all DALI,24.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA LC 15/100-400/42 DA SR SNC4 TRIDONIC,,144,30,21,15,cc,dali|one4all,100-400mA,,lc,Tridonic,87501146,144,30,21,medium,220_240v_ac
1120018200,LED Converter OTi DALI 15/220-240/1A0 LT2 NFC,33.0,3,instock,simple,publish,LED Treiber,CONVERTER MA,,119,53,30,,,dali|nfc,,,other,Osram/Ledvance,4052899548190,119,53,30,compact,220_240v_ac
1120020200,LED Converter LC 20W 100-1050mA one4all NFC DALI | TOUCHDIM,32.0,283,instock,simple,publish,LED Treiber,CONVERTER MA,,120,51,29,20,cc,dali|touchdim|nfc|one4all,100-1050mA,,lc,Tridonic,87500921,120,51,29,compact,220_240v_ac
1120020201,LED Converter 20W 200-550mA DALI | TOUCHDIM,33.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA KGP,,116,40.5,22,20,cc,dali|touchdim,200-550mA,,other,K00738,CC20W200-550CG DALI,116,40.5,22,compact,220_240v_ac
1120020202,LED Converter 20W 100-800mA DALI | TOUCHDIM,0.0,6,instock,simple,publish,LED Treiber,CONVERTER MA KGP,,75,40,21,20,cc,dali|touchdim,100-800mA,,other,K00738,CC20W100-800 DALI,75,40,21,compact,220_240v_ac
1120025200,LED Converter LCM-25 DA2 350mA-1050mA DALI2 | TOUCHDIM,50.0,17,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,105,68,23,,cc,dali|touchdim,350mA,,other,Simpex,LCM-25DA2,105,68,23,compact,220_240v_ac
1120025201,LED Converter LC 25W 350-600mA one4all INTRACK ws,55.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,260,32,42.4,25,cc,one4all,350-600mA,,lc,Tridonic,87500897,260,32,42.4,large,220_240v_ac
1120025202,LED Converter AL25D 25W 20mA-900mA DALI,106.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,164,38,24.5,25,cc,dali,20mA,,other,K00039,D-CC25-D-900-IN,164,38,24.5,medium,220_240v_ac
1120025500,LED Converter SLIM 25W 350mA-500mA DALI,52.0,19,instock,simple,publish,LED Treiber,CONVERTER MA | TCI SUPERSLIM,,385,19.6,12.9,25,cc,dali,350mA,,other,TCI,127462,385,19.6,12.9,large,220_240v_ac
1120026200,LED Converter FLS 26W 150mA-700mA DALI2,30.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,97,43,30,26,cc,dali,150mA,,fls,Simpex,FLS-26-700 DALI2 LD1C,97,43,30,compact,220_240v_ac
1120028200,LED Converter LC 28W 300-700mA one4all NF SC EXC3,38.0,12,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,97,43,30,28,cc,one4all,300-700mA,,lc,Tridonic,28004042,97,43,30,compact,220_240v_ac
1120030200,LED Converter ECO Drive 360/A 150-1400mA 30W,1.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO ECODRIVE,,210,40.4,33.5,30,cc,,150-1400mA,,other,Eldoled,EC0360A6,210,40.4,33.5,medium,220_240v_ac
1120030201,LED Converter SOLO Drive 360/S 150-1400mA 30W,57.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO SOLODRIVE,,130,72,28,30,cc,,150-1400mA,,other,Eldoled,SL0360S3,130,72,28,medium,220_240v_ac
1120030202,LED Converter FLS 30W 150mA-700mA DALI2 | TOUCHDIM,44.0,89,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,98,43,22,30,cc,dali|touchdim,150mA,,fls,Simpex,FLS-30-700-DALI2-LD-PRO-C,98,43,22,compact,220_240v_ac
1120030203,LED Converter LC 30W 350-700mA one4all DA SC SNC4,25.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA LC 30/350-700/50 DA SC SNC4 TRIDONIC,,97,43,30,30,cc,one4all,350-700mA,,lc,Tridonic,87501147,97,43,30,compact,220_240v_ac
1120030600,LED Converter Mini Jolly DALI IPR2 30W 250-700mA,44.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,121.5,53.5,26,30,cc,dali,250-700mA,,other,TCI,152012,121.5,53.5,26,medium,220_240v_ac
1120030601,LED Converter Mini Jolly DALI 30W 250-700mA | IP68,98.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA MINI JOLLY LUX-IT / TCI,,121.5,53.5,26,30,cc,dali,250-700mA,IP68,other,BAG Electronics,TCI-152010,121.5,53.5,26,medium,220_240v_ac
1120035200,LED Converter OTi DALI 35/220…240/1A0 LT2 G2,27.0,5,instock,simple,publish,LED Treiber,CONVERTER MA,,103,67,29.5,,,dali,,,other,Osram/Ledvance,4052899488168 | OTi DALI 35/220-240/1A0 LT2,103,67,29.5,compact,220_240v_ac
1120035201,LED Converter LC 35W 150-700mA one4all NFC Ip,34.0,0,outofstock,simple,publish,LED Treiber,CONVERTER,,280,30,21,35,cc,nfc|one4all,150-700mA,,lc,Tridonic,28003201,280,30,21,large,220_240v_ac
1120035202,LED Converter LCA 35W 150-700mA one4all Ip PRE,51.0,2,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,280,30,21,35,cc,one4all,150-700mA,,lca,Tridonic,28000654,280,30,21,large,220_240v_ac
1120035203,LED Converter LC 35W 80-400mA one4all NFC,62.0,0,outofstock,simple,publish,LED Treiber,CONVERTER,,280,30,11.4,35,cc,nfc|one4all,80-400mA,,lc,Tridonic,28002941,280,30,11.4,large,220_240v_ac
1120035204,LED Converter FMS 35W 150mA-700mA DALI2 | TOUCHDIM,40.9,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,280,30,21,35,cc,dali|touchdim,150mA,,fms,Simpex,FMS-35-700 DALI2 LD,280,30,21,large,220_240v_ac
1120038200,LED Converter 38W 300mA-1050mA DALI PROFESSIONALE,71.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,146.5,44,30,38,cc,dali,300mA,,other,TCI,127490,146.5,44,30,medium,220_240v_ac
1120038201,LED Converter 38W 300mA-1050mA DALI PROFESSIONALE BI,41.0,2,instock,simple,publish,LED Treiber,CONVERTER MA,,97,43,30,38,cc,dali,300mA,,other,BAG Electronics,127492,97,43,30,compact,220_240v_ac
1120038202,LED Converter LC 38W 650-1050mA one4all NFC,40.0,1,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,97,43,30,38,cc,nfc|one4all,650-1050mA,,lc,Tridonic,28004043,97,43,30,compact,220_240v_ac
1120040200,LED Converter LCM-40 DA2 350mA-1050mA DALI2 | TOUCHDIM,60.0,24,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,123.5,81.5,23,,cc,dali|touchdim,350mA,,other,Simpex,LCM-40DA2,123.5,81.5,23,medium,220_240v_ac
1120040201,LED Converter GAC 40W 300-1050mA DALI INTRACK gr,59.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,253,32,43.5,40,cc,dali,300-1050mA,,other,Helvar,211-A1F-027,253,32,43.5,large,220_240v_ac
1120040202,LED Converter LC 40W 500-1050mA one4all NFC INTRACK ws,58.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,260,32,42.4,40,cc,nfc|one4all,500-1050mA,,lc,Tridonic,87500900,260,32,42.4,large,220_240v_ac
1120040203,LED Converter LC 40W 500-1050mA one4all NFC INTRACK gr,58.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,260,32,42.4,40,cc,nfc|one4all,500-1050mA,,lc,Tridonic,87500901,260,32,42.4,large,220_240v_ac
1120040204,LED Converter MILANO 40W 300-1050mA DALI INTRACK ws,52.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,260,32,42.5,40,cc,dali,300-1050mA,,other,Helvar,127873,260,32,42.5,large,220_240v_ac
1120040205,LED Converter LC 40W 500-1050mA one4all NFC INTRACK sw,58.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,260,32,42.4,40,cc,nfc|one4all,500-1050mA,,lc,Tridonic,87500899,260,32,42.4,large,220_240v_ac
1120040206,LED Converter 12-40W 300-1050mA DALI,66.0,6,instock,simple,publish,LED Treiber,CONVERTER QUICK-FIX DOTLUX,,170,65,30,40,cc,dali,300-1050mA,,other,Dotlux,5068-1,170,65,30,medium,220_240v_ac
1120042200,LED Converter FLS 42W 300mA-1050mA DALI2 | TOUCHDIM,54.0,100,instock,simple,publish,LED Treiber,COLLECTION BITZI CONVERTER MA SIMPEX,,98,43,22,42,cc,dali|touchdim,300mA,,fls,Simpex,FLS-42-1050-DALI2-LD-PRO-C,98,43,22,compact,220_240v_ac
1120044200,LED Converter FLS 44W 700mA-1050mA DALI2,29.4,47,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,97,43,30,44,cc,dali,700mA,,fls,Simpex,FLS-44-1050 DALI2 LD1C,97,43,30,compact,220_240v_ac
1120044201,LED Converter 15-44W 300-1050mA DALI,90.0,3,instock,simple,publish,LED Treiber,CONVERTER QUICK-FIX DOTLUX,,120,57,30,44,cc,dali,300-1050mA,,other,Dotlux,5068-M,120,57,30,compact,220_240v_ac
1120045200,LED Converter LC 45 450-1050mA one4all NFC,40.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA O4A NF SR EXC3,,160,82,34,,cc,nfc|one4all,450-1050mA,,lc,Tridonic,87500923,160,82,34,medium,220_240v_ac
1120045201,LED Converter LC 45W 700-1050mA one4all DALI,26.0,1,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,97,43,30,45,cc,dali|one4all,700-1050mA,,lc,Tridonic,87501148,97,43,30,compact,220_240v_ac
1120050200,LED Converter OTi DALI 50/220…240/1A4 LT2 FAN NFC,32.0,10,instock,simple,publish,LED Treiber,CONVERTER MA,,110,75,25,,,dali|nfc,,,other,Osram/Ledvance,4052899548251,110,75,25,compact,220_240v_ac
1120050202,LED Converter LCA 50W 350-1050mA one4all Ip PRE,36.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,360,30,21,50,cc,one4all,350-1050mA,,lca,Tridonic,28000656,360,30,21,large,220_240v_ac
1120050203,LED Converter LCA 50W 100-400mA one4all Ip PRE,47.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,280,30,21,50,cc,one4all,100-400mA,,lca,Tridonic,28000655,280,30,21,large,220_240v_ac
1120050204,LED Converter 2-50W 350-1050mA DALI,54.0,99,instock,simple,publish,LED Treiber,CONVERTER MA QUICK-FIX DOTLUX,,360,30,21,50,cc,dali,350-1050mA,,other,Dotlux,6074,360,30,21,large,220_240v_ac
1120050205,LED Converter 6-50W 100-1400mA DALI,89.4,78,instock,simple,publish,LED Treiber,CONVERTER MA QUICK-FIX DOTLUX,,360,30,21,50,cc,dali,100-1400mA,,other,Dotlux,5047,360,30,21,large,220_240v_ac
1120050206,LED Converter FMS 50W 350mA-1050mA DALI2 | TOUCHDIM,45.0,141,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,280,30,21,50,cc,dali|touchdim,350mA,,fms,Simpex,FMS-50-1050 DALI2 LD,280,30,21,large,220_240v_ac
1120050207,LED Converter LC 50W 100-400mA one4all NF h11 PRE3,69.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,360,30,11.4,50,cc,one4all,100-400mA,,lc,Tridonic,28002371,360,30,11.4,large,220_240v_ac
